,Unnamed: 0,base_date,emd_nm,em_g,korean_resd_pop_cnt,korean_work_pop_cnt,korean_visit_pop_cnt,longtermfrgn_기타_visit_pop_cnt,longtermfrgn_아시아_visit_pop_cnt,longtermfrgn_기타_resd_pop_cnt,longtermfrgn_아시아_resd_pop_cnt,간식_cnt,농축수산물_cnt,마트/슈퍼마켓_cnt,배달_cnt,식품_cnt,아시아음식_cnt,양식_cnt,주점및주류판매_cnt,패스트푸드_cnt,한식_cnt,부페_cnt
49,49,2021-08-19,노형동,7200386.0,1204267.8,128846.48,444340.38,437.77863,16245.48,996.19,33761.773,1048.6722,430.98438,4699.277,1203.7847,1243.118,386.9089,112.926186,109.21177,683.06036,4408.3804,2.373242
50,50,2021-08-20,노형동,7773320.5,1182867.5,130501.21,470676.12,447.45016,16398.344,966.23804,33546.527,1217.136,512.0528,4933.613,1381.1132,1411.2842,504.24783,179.65367,157.20107,774.32623,5207.3047,0.8367869
51,51,2021-08-21,노형동,7886947.0,1204687.1,91264.32,468071.1,388.24545,16161.102,887.512,33109.523,1225.9404,584.30994,5242.9683,1507.2527,1678.9197,544.85535,227.16737,187.92418,956.84827,5645.1167,0.77241474
52,52,2021-08-22,노형동,9142290.0,1241629.8,75665.914,422768.8,351.80978,15030.104,928.97925,33329.977,982.2484,311.73883,5379.0425,1593.4448,1512.9906,454.76224,204.89154,128.84,871.0045,4497.588,2.8727734
53,53,2021-08-23,노형동,8423370.0,1191213.2,139409.69,460012.56,550.3838,16965.63,1015.8308,33399.266,1125.1526,491.0531,5151.9355,1076.4646,1402.9305,348.3962,122.91969,114.61683,627.4451,4313.645,-0.18091775
54,54,2021-08-24,노형동,8049356.0,1184524.8,143365.19,472905.0,564.9728,18034.332,910.26373,33791.61,1136.8793,437.81738,4940.951,1075.0044,1369.0281,445.08633,144.39091,104.80613,660.0983,4486.5273,0.7795035
55,55,2021-08-25,노형동,7785680.0,1199690.4,141474.1,448343.56,497.36264,17482.14,905.3446,33782.492,1102.774,417.6842,4809.427,1083.2012,1391.3228,454.69342,128.38968,120.946976,656.5717,4518.434,0.6713944
56,56,2021-08-26,노형동,7699304.5,1208270.6,131690.28,441305.16,427.04477,16983.863,870.6791,34164.88,1052.9656,405.0065,4695.6206,1076.0494,1239.1443,403.18268,115.030106,115.569305,699.1874,4399.774,1.4227759
57,57,2021-08-27,노형동,7683478.5,1196792.2,125962.0,451154.12,428.25192,16596.457,801.8139,33514.742,1149.1115,455.35983,4808.361,1221.3536,1355.7397,460.2344,159.68877,144.01932,769.42224,4891.521,0.22989772
58,58,2021-08-28,노형동,7702182.0,1203336.2,84622.23,438619.5,390.71368,15559.511,670.58844,33296.285,1197.0118,523.79254,4903.269,1249.4326,1669.9468,471.72647,211.0852,167.1191,894.3352,5216.748,1.9809759
59,59,2021-08-29,노형동,8926437.0,1238753.5,63376.84,388583.94,347.6842,14475.518,690.6749,33530.926,938.77386,211.75838,5211.219,1280.5557,1481.8533,388.56824,231.76979,125.30265,928.0355,4097.764,1.9606746
60,60,2021-08-30,노형동,8414877.0,1206355.6,115597.555,412682.12,446.95883,15492.052,755.91455,33322.89,1121.591,422.00906,4840.852,847.63855,1422.8563,309.55676,141.72807,112.25328,667.8826,4171.136,-0.06540954
61,61,2021-08-31,노형동,8205185.5,1189569.0,120842.5,423284.72,455.00958,15531.803,726.8791,33490.88,1080.9595,407.53784,4759.2095,906.7094,1350.1741,406.28668,167.48096,110.14715,724.2284,4448.0093,-0.17763466
0,0,2021-07-01,외도동,3341325.8,318023.97,10990.749,107721.58,110.99064,1699.9146,24.963623,3054.5803,384.0027,119.1499,2200.7078,513.05396,572.51434,211.37064,69.1685,26.4581,332.99164,1581.884,-1.9683102
1,1,2021-07-02,외도동,3018506.8,294858.75,14618.589,111001.86,117.42165,1788.2251,35.448162,3012.0544,415.17203,124.61599,2243.8464,378.3432,568.6447,121.836945,55.139915,23.64145,255.93408,1539.9441,-1.1448724
2,2,2021-07-03,외도동,3010871.0,287382.62,14672.163,110139.07,94.76647,1728.7655,31.704887,3083.3164,453.21924,166.0721,2305.751,379.94025,694.99097,158.64125,49.16158,22.929512,321.49707,1548.5503,-0.76149946
3,3,2021-07-04,외도동,3189459.2,287141.6,13656.754,111963.78,136.40407,1748.0269,33.23183,3019.352,527.9039,138.89116,2483.5706,334.25516,829.8187,136.52148,66.528564,38.74134,269.96814,1336.0559,-0.7588176
4,4,2021-07-05,외도동,2915594.2,296631.88,12616.046,111645.77,144.54626,1661.4913,25.102694,3149.8381,358.42484,91.33557,2063.0168,344.4339,517.5737,60.03858,46.723312,28.41002,256.5256,938.05225,-1.1976024
5,5,2021-07-06,외도동,3120233.2,300276.03,13134.907,105771.33,123.76828,1609.101,16.750599,3187.121,340.94583,87.33839,1963.7313,432.16565,458.02582,98.52316,64.214165,25.744133,286.9913,1240.0184,-0.7518066
6,6,2021-07-07,외도동,3378827.2,308718.88,12495.698,109226.72,116.15777,1542.1887,14.1244545,3246.165,385.09082,95.57611,2136.9094,550.6494,527.06305,190.16704,66.26378,41.159843,361.51428,1545.2393,-0.9426827
7,7,2021-07-08,외도동,3449574.8,327606.56,11074.351,107804.18,89.68217,1443.3114,20.604351,3290.5898,403.60794,85.23078,2146.023,576.6743,520.8706,228.64653,58.480385,30.652822,355.54294,1422.782,-0.6279504
8,8,2021-07-09,외도동,3402572.5,327909.53,12508.338,99687.04,33.17623,1283.4462,21.40938,3453.0469,369.5531,80.39818,2108.5295,484.6747,481.28394,185.3187,57.057415,15.327435,339.05795,1297.9707,1.2788004
9,9,2021-07-10,외도동,3131791.2,297514.38,15124.037,99153.695,29.486574,1577.1559,17.906656,3342.6697,389.48883,68.81131,2062.1636,370.69278,419.12643,146.01547,54.1834,21.14133,267.85873,1445.0349,0.9251336
10,10,2021-07-11,외도동,2894666.0,282988.28,15102.625,98970.91,26.72311,1534.291,10.025132,3136.9556,404.35098,86.86498,2015.3865,373.4198,461.7809,159.45872,63.28788,19.940802,251.7073,1526.6644,-0.5376471
11,11,2021-07-12,외도동,2759602.0,285892.75,15436.108,99734.18,19.36533,1337.6682,5.9272175,3288.2139,439.31717,98.49558,2004.0768,422.83487,523.23444,205.71411,62.37567,23.302053,270.4792,1602.5796,0.5257484
12,12,2021-07-13,외도동,2874817.0,295880.28,13509.674,104262.75,36.221664,1317.427,5.5166616,3315.5088,437.3148,79.306,2161.0547,468.16437,521.7634,196.64047,46.978127,47.654293,330.30618,1712.5615,0.7289572
13,13,2021-07-14,외도동,3356416.2,307454.2,11571.592,103874.67,11.348589,1451.5273,1.0115784,3210.4663,357.654,95.22248,2022.6125,496.68875,534.0662,240.82262,80.87344,44.183247,257.82904,1777.9814,0.14116094
14,14,2021-07-15,외도동,2905732.5,282612.25,14645.18,97628.62,9.250598,1249.7042,0.06565536,3088.6807,413.68948,83.19046,1962.3325,366.3346,418.35812,172.35184,69.966194,31.792189,251.10675,1631.6631,-0.070421584
15,15,2021-07-16,외도동,2970399.2,270162.7,14735.591,99086.24,19.946096,1512.0808,0.39281055,2883.6785,462.3905,88.48165,1977.3544,363.6464,434.2974,149.12425,91.965164,31.808046,282.7864,1710.6826,-1.4689276
16,16,2021-07-17,외도동,2427686.8,275515.44,14326.729,102127.484,22.858908,1545.1464,1.8964006,2937.7527,401.13086,80.79172,1837.4381,377.9342,459.99893,178.20116,72.89613,36.8806,320.1831,1678.1974,0.47486722
17,17,2021-07-18,외도동,2792909.5,279619.8,13336.603,109978.57,19.814358,1783.8013,2.4085197,2944.8245,448.18903,105.64651,2014.1207,401.1955,517.8014,211.93512,87.958176,50.11056,368.36465,1841.564,-0.32158104
18,18,2021-07-19,외도동,3264713.8,290244.47,10980.286,110001.234,14.776493,1757.1029,0.41792333,2883.254,417.24493,107.57659,2066.423,466.7615,565.75195,223.16058,85.95332,42.93555,286.66428,1928.9081,0.40955263
19,19,2021-07-20,외도동,2928612.5,279041.34,12957.126,104609.82,4.0803313,1462.7775,1.2188222,2921.6396,408.66644,85.47006,2133.4258,376.88364,494.4956,173.22998,69.55224,31.199335,295.14612,1708.8446,-0.58093166
20,20,2021-07-21,외도동,2812079.5,275949.8,14060.009,104450.14,15.972744,1738.3875,3.2339811,2933.0466,366.0351,76.495125,2015.5302,346.17657,470.888,160.57767,61.639492,20.291275,282.28458,1675.252,-1.1405436
21,21,2021-07-22,외도동,2531993.0,276987.62,13918.198,104766.266,20.713732,1787.4023,6.1994276,2977.2068,335.90237,82.67592,1902.1786,348.4042,442.7541,161.02321,52.78494,24.663778,264.49197,1650.3192,-0.5337795
22,22,2021-07-23,외도동,2821036.2,272199.88,14125.05,102477.35,9.597569,1584.4666,6.2550592,3050.5786,364.86206,107.139465,1928.3789,302.40396,469.2138,151.58835,66.61047,29.742235,247.06178,1669.5328,0.3499368
23,23,2021-07-24,외도동,2924767.2,268921.6,14743.293,108573.32,9.517096,1610.1471,44.045784,3233.8013,425.88293,124.60135,1957.0139,312.66513,540.75836,148.65736,70.5558,22.364128,318.5005,1785.3895,2.8585012
24,24,2021-07-25,외도동,2766055.2,292694.1,13120.054,121610.695,-1.5700513,1828.7267,61.480797,3509.6255,476.3856,93.9239,2008.3533,366.57666,522.8697,204.74486,89.66541,67.03927,364.41016,1922.7574,4.041656
25,25,2021-07-26,외도동,3002681.5,293206.22,12018.206,122586.84,0.7591247,1735.4492,41.47584,3560.259,472.69696,76.34717,1941.3466,371.12744,537.6184,242.68268,98.34787,69.17131,276.4435,1991.5375,1.600255
26,26,2021-07-27,외도동,3005897.2,278881.94,14486.892,113608.78,7.4170866,1704.4045,62.929447,3246.3936,352.98874,87.61413,2046.519,285.53845,449.77356,129.176,67.355095,30.938854,241.70859,1651.0043,-0.84990764
27,27,2021-07-28,외도동,2863688.0,275905.28,14818.752,115518.11,20.419878,1914.7533,82.773964,3316.791,397.39615,91.02302,1946.3625,249.91975,449.1903,155.30707,72.200005,28.836586,222.45837,1645.5337,3.473845
28,28,2021-07-29,외도동,2733481.5,275609.25,15217.894,117903.74,5.1207485,2082.1985,72.11407,3295.7825,410.0261,69.772064,1981.9265,279.2078,454.242,230.97429,67.524895,35.667416,296.1958,1727.2769,3.5435052
29,29,2021-07-30,외도동,2605917.5,277081.97,14853.092,116201.47,6.343531,2005.0416,71.860275,3370.6406,418.1969,58.90902,1978.999,283.38617,432.2827,224.6252,73.58294,34.55005,328.2067,1732.9753,3.8956537
30,30,2021-07-31,외도동,2544099.5,275801.22,15350.979,118487.14,9.755043,1958.8441,74.96171,3314.4993,406.08646,75.1434,1987.78,328.75516,417.0278,202.86472,90.12238,41.92508,267.5378,1800.7308,0.82049465
31,31,2021-08-01,외도동,2846005.5,298917.7,13484.808,125583.22,-2.447767,2214.4788,66.08411,3321.648,415.73346,94.612595,2268.9695,472.5264,575.844,261.4123,109.30834,55.802925,420.17392,2011.1932,-0.3683986
32,32,2021-08-02,외도동,3135853.2,321459.38,11392.806,110224.67,15.498837,1564.0107,49.76931,3129.5813,367.13882,83.80482,2076.4824,530.6509,582.0355,272.48267,77.3034,40.140205,370.10785,1737.8164,0.89017653
33,33,2021-08-03,외도동,2866972.2,295291.38,14540.217,102514.48,10.633434,1430.3243,53.354603,3106.877,365.67773,119.86472,2048.2075,317.17206,445.39108,182.01425,43.74878,15.690928,233.25317,1511.6548,-0.75207895
34,34,2021-08-04,외도동,2716695.8,295629.6,14393.063,102374.79,32.486675,1855.3958,68.91753,3190.8127,433.26202,48.221355,2024.7915,303.11755,433.15506,144.86783,82.34017,24.924797,290.01218,1696.349,4.634061
35,35,2021-08-05,외도동,2731637.2,292254.06,14939.768,105522.83,28.398783,1884.7836,52.35421,3112.409,404.8304,88.15893,1899.1852,331.18677,425.391,212.25974,67.46193,32.3325,241.64238,1738.5231,1.0621802
36,36,2021-08-06,외도동,2883389.2,287373.06,15178.23,108221.65,33.51761,1980.491,54.484283,3083.7864,375.01328,97.153946,1999.3734,361.88614,422.618,231.18172,58.409954,41.670082,272.63736,1731.6333,8.448864
37,37,2021-08-07,외도동,2622589.0,283802.8,14884.904,115650.086,44.147453,1967.3973,60.238266,2955.01,412.11386,100.70993,1827.4282,357.76367,450.27652,174.90933,60.266613,21.708055,302.96655,1792.111,1.3320806
38,38,2021-08-08,외도동,3006215.2,301995.22,12300.243,118606.91,31.091124,1542.953,58.702423,3053.1792,453.79813,109.85867,2020.4059,429.983,542.87695,209.51802,74.06992,47.619297,415.3794,1985.1118,3.1404116
39,39,2021-08-09,외도동,3314220.2,316150.0,10755.358,117807.914,43.42012,1613.1882,59.179405,3186.0354,338.86694,101.93366,1905.2567,475.14587,539.86816,209.39243,109.085464,29.832308,368.2808,1875.638,2.8509378
40,40,2021-08-10,외도동,2855941.5,295889.94,14524.294,106084.55,19.036259,1447.417,66.817,2890.6284,378.46896,91.605064,1944.0267,302.8748,448.0659,128.87975,46.562714,15.43173,245.43663,1555.923,3.5119443
41,41,2021-08-11,외도동,2753233.0,287759.72,14783.9795,102528.43,41.29241,1511.4326,48.080887,3231.8147,385.36227,62.2091,1909.7942,356.26654,463.7727,176.54694,34.45107,29.231844,257.53387,1630.2698,8.723395
42,42,2021-08-12,외도동,2367263.5,299537.38,14709.808,104176.39,56.985954,1487.6974,57.210686,3330.6191,335.37805,55.19337,1909.4557,360.69858,401.65506,150.4713,56.424774,32.28343,233.63712,1532.9949,0.1654351
43,43,2021-08-13,외도동,2786586.0,298248.66,14365.112,107118.586,47.941315,1515.7136,62.50994,3220.0564,426.77545,80.4179,1897.1342,323.11493,427.0468,169.91019,53.813923,21.260258,289.95697,1616.6779,8.500071
44,44,2021-08-14,외도동,2670886.2,293959.7,14919.638,113191.24,79.52986,1550.8036,68.90445,3259.2627,386.81522,85.66712,1760.4851,356.3842,468.0116,167.19148,76.35741,31.154665,329.55246,1742.1158,4.709568
45,45,2021-08-15,외도동,3093292.8,307037.4,12806.238,121285.625,25.718725,1612.3158,70.86678,3071.9492,475.33344,103.55791,2240.9348,419.22504,513.2047,161.35774,110.0682,64.84206,413.65213,1950.4408,0.48578048
46,46,2021-08-16,외도동,3405811.0,310744.06,11471.209,122199.02,22.937605,1951.6862,66.265724,3102.8157,384.625,86.52033,1971.0225,454.94196,495.68924,188.62897,110.39272,41.881332,373.19907,1807.6292,4.9845448
47,47,2021-08-17,외도동,3039143.8,292904.0,14676.644,108734.31,4.2791805,1523.1716,70.68429,3003.1003,391.07666,87.13415,2002.9344,315.4624,460.97977,149.71347,57.801056,31.660961,230.5022,1574.0873,0.42463318
48,48,2021-08-18,외도동,3081751.2,281952.0,14818.513,109792.73,12.979965,1739.4758,70.391975,3127.3416,386.73373,95.469604,1914.5116,286.10712,449.33847,194.86021,56.204025,42.350773,290.8241,1628.8134,4.6088033
49,49,2021-08-19,외도동,2991399.2,287737.56,14683.819,112702.82,27.74917,1620.9849,66.275925,3219.3801,330.52155,75.20853,1897.8857,315.7404,393.05588,169.84221,60.991783,42.724255,253.13531,1586.3954,0.4014697
50,50,2021-08-20,외도동,2779757.2,297466.3,14820.004,109468.81,34.25543,1467.8298,68.4968,3183.2402,340.37906,104.04231,1861.0936,380.33527,423.30118,160.78543,51.434464,42.94547,250.59709,1501.8365,1.3917444
51,51,2021-08-21,외도동,2870385.8,291635.2,14452.97,115282.805,36.645325,1538.2947,65.78652,2935.1677,428.5821,127.18327,1889.1665,381.19632,483.29712,166.00314,88.991196,58.766254,328.87823,1741.717,8.967691
52,52,2021-08-22,외도동,2951601.0,303347.84,12088.069,125634.125,7.53736,1741.9209,62.024178,3004.0386,472.9722,95.5676,2030.9764,461.199,571.8439,193.71855,71.72332,50.1732,376.28604,2083.402,5.1695614
53,53,2021-08-23,외도동,2949076.0,289628.4,12941.417,104972.13,3.161014,2068.316,70.16838,3153.3455,381.70703,66.70169,1864.6163,371.66406,416.44788,185.82323,74.04818,34.90596,292.3085,1688.9996,0.58072436
54,54,2021-08-24,외도동,3103600.8,311010.03,12065.228,113380.82,1.483356,2050.1824,51.39989,3169.601,437.80878,95.91614,1941.021,519.96045,564.7796,232.65002,91.00687,28.725372,333.51376,1793.1558,0.104026124
55,55,2021-08-25,외도동,3466526.8,331002.38,10439.996,113403.7,-3.7316675,2050.5183,67.12024,3227.261,322.49698,74.11755,2013.1436,538.4406,565.79596,209.69087,100.49521,20.979105,371.58273,1580.8773,4.8711996
56,56,2021-08-26,외도동,3089368.8,309926.16,14675.161,107583.87,2.615986,1593.0199,72.78738,3137.884,478.5397,60.403236,1952.4492,350.07443,426.96835,94.997986,53.67136,18.734629,243.2297,1483.0486,-1.1431539
57,57,2021-08-27,외도동,2875645.0,312111.56,15175.081,100612.34,7.244627,1536.0138,66.77356,3088.3784,452.3318,71.73265,1954.5763,388.27567,467.75333,166.99924,47.89148,22.938438,226.46637,1610.1727,0.5069019
58,58,2021-08-28,외도동,2966076.5,306852.9,15088.616,101702.734,12.917262,1565.3469,61.235992,3094.6885,402.2372,84.7764,2005.3087,375.2673,488.08072,167.5542,35.62239,15.538639,307.08618,1549.6572,0.6866794
59,59,2021-08-29,외도동,2832714.0,303086.84,15541.536,106669.87,35.969963,1492.533,67.045105,3217.3713,410.23395,102.09898,1925.5917,366.5101,497.30167,147.91869,65.83727,42.277412,309.0136,1609.8999,0.71859753
60,60,2021-08-30,외도동,3007966.8,318110.44,12836.622,120796.305,1.6702781,1636.12,60.570824,3082.3276,461.8322,131.80699,2153.6304,423.35574,591.4679,193.04684,59.98885,60.536194,422.6645,1775.4443,5.33062
61,61,2021-08-31,외도동,3550076.5,331025.16,10555.492,111200.18,8.076144,1630.6527,72.70319,3168.294,394.979,64.40397,1912.0796,486.532,539.5911,211.91977,76.294106,21.863922,337.86414,1746.923,5.5816493
0,0,2021-07-01,이호동,683806.7,73910.32,7168.6504,73362.35,29.230732,1682.1112,0.3415552,2337.8843,49.581833,33.769337,310.2624,61.896355,98.93927,29.752996,6.8124495,5.960503,50.828876,302.22147,-0.14785917
1,1,2021-07-02,이호동,699873.9,77193.7,6131.865,78986.09,50.29264,2079.981,0.07974386,2425.0662,49.916595,22.246607,297.86066,58.673626,128.67639,35.80371,9.348448,10.619566,69.92883,323.00854,-0.019141529
2,2,2021-07-03,이호동,812815.4,79863.336,5379.1636,76327.64,35.247166,2030.8024,2.8742576,2633.6252,47.845127,19.625587,302.04736,70.39273,98.02211,18.996328,8.496073,6.1886578,49.368168,304.69867,0.080583334
3,3,2021-07-04,이호동,751054.25,73692.88,7908.516,66438.766,28.258015,1741.7748,0.17809176,2338.1443,38.587513,30.413681,333.02713,24.509926,95.95965,13.870661,3.7241156,0.9980459,45.277294,258.31137,0.10670319
4,4,2021-07-05,이호동,720762.4,74708.695,7916.32,65062.03,46.828068,1774.7982,2.2842388,2380.928,46.445972,24.623882,299.1842,45.35436,107.556854,22.598274,21.104666,4.1431594,42.43481,285.6329,0.16412851
5,5,2021-07-06,이호동,591774.2,76574.086,7226.8413,65216.703,58.312492,1710.1841,0.9037561,2513.8088,38.518486,22.183098,256.62775,31.684507,105.02032,20.332819,10.6891575,2.9550886,37.418533,256.20578,0.002993457
6,6,2021-07-07,이호동,586382.44,77414.6,7456.318,64807.81,65.48273,1777.3235,0.4625751,2515.787,38.28315,20.93465,268.52487,38.727592,92.879845,24.747288,5.9169793,0.8650993,50.708214,267.1854,0.13327874
7,7,2021-07-08,이호동,728132.2,73460.98,7569.671,72308.125,39.28391,1702.9779,-0.22665438,2314.448,49.990974,27.24971,302.24823,55.424675,119.59419,32.502697,7.4957566,12.933603,35.035767,348.31528,0.7855032
8,8,2021-07-09,이호동,709808.3,76815.58,6230.784,78127.87,70.83888,1712.717,-0.7239653,2473.668,53.71762,18.785086,305.40817,48.8691,135.9101,28.764036,11.664619,10.798157,65.72013,362.99603,0.1926809
9,9,2021-07-10,이호동,810467.4,80244.055,5429.706,76815.8,49.643112,1786.9,0.7018016,2558.875,44.326874,19.683704,270.797,48.50377,102.82902,44.172813,14.778945,3.332994,57.670715,306.3339,0.20162624
10,10,2021-07-11,이호동,798315.1,75071.03,7823.1377,68262.11,28.715807,1738.8728,-1.2248447,2462.4575,45.81718,17.348415,293.0948,38.40499,108.69575,21.84633,5.55544,1.5554776,49.99199,279.55768,0.17021838
11,11,2021-07-12,이호동,726661.4,72689.555,7559.444,66480.81,20.915142,1864.6414,0.75356853,2402.1404,56.15763,29.049192,289.5172,41.185814,114.04181,27.60567,14.270639,1.6699042,33.41646,318.09464,-0.06002331
12,12,2021-07-13,이호동,648159.9,72340.35,7263.878,67771.85,30.815542,1832.1173,0.37644303,2468.04,44.131115,22.086954,275.01782,33.95485,116.53846,28.41769,8.652224,2.4101396,35.39306,313.38428,-0.18142512
13,13,2021-07-14,이호동,724803.8,72194.86,7407.7812,66282.78,22.855042,1607.3569,-0.3474528,2448.0735,44.368587,16.766706,266.9091,31.663965,102.9063,42.15178,3.1752546,6.0045476,45.820152,299.4808,0.007864572
14,14,2021-07-15,이호동,749193.8,72335.25,8058.392,69866.836,11.097684,1594.2814,-2.1947272,2237.1375,56.438484,19.249987,311.66858,44.481796,108.67285,54.901215,12.009025,12.142718,38.50147,326.58282,0.061370395
15,15,2021-07-16,이호동,635596.06,75659.55,5840.2637,79433.734,39.39143,1667.0956,-0.279227,2465.1074,61.265846,23.064627,297.11536,44.658665,136.61568,15.920188,15.535157,11.331883,69.53708,352.18442,-0.20657703
16,16,2021-07-17,이호동,811188.0,79310.56,5396.8423,78457.805,19.48421,1740.8256,-0.037413802,2382.2449,44.76072,20.924799,276.10217,51.75846,97.776276,30.111755,11.289727,6.5088077,46.235184,262.82828,0.2946961
17,17,2021-07-18,이호동,711930.25,74938.74,7428.8525,69590.38,13.098987,1650.3158,-2.0167198,2370.8726,40.971493,14.582678,285.61356,50.293697,103.72657,32.126827,13.33673,5.8710184,45.677444,262.60416,0.19375747
18,18,2021-07-19,이호동,694015.06,73024.94,7310.9536,68490.164,18.929605,1849.801,-0.02809649,2325.917,39.98402,13.794639,276.24695,46.14279,97.11919,28.987398,14.534148,5.093819,31.892569,255.74162,-0.36454713
19,19,2021-07-20,이호동,676120.75,72412.57,7346.85,70456.516,21.930725,1824.8588,-0.5128793,2462.1675,39.952827,24.308344,284.04666,41.17196,96.14038,28.790306,8.036208,6.216913,47.053165,282.21622,-0.0119314715
20,20,2021-07-21,이호동,690409.0,72540.13,7518.9844,71144.445,31.793459,1800.0581,-0.6617177,2376.2112,46.345585,27.815643,313.3211,45.911232,84.529884,27.79887,7.2762184,4.872536,40.9573,288.7235,0.030400548
21,21,2021-07-22,이호동,639650.4,71652.766,7469.4736,72726.55,46.111126,1730.7819,-0.2102914,2353.8948,52.135674,22.580399,275.58304,41.08955,97.63811,27.681126,9.525432,10.084155,40.964302,306.40024,0.17202342
22,22,2021-07-23,이호동,637094.6,75896.016,6167.552,74287.11,60.351128,1746.2302,-1.7259859,2483.7373,57.161407,14.737145,296.2187,43.57154,141.44125,33.32074,12.914638,11.471591,52.513454,333.5122,-0.2111797
23,23,2021-07-24,이호동,757614.1,79648.03,5368.2812,72601.195,30.741781,1860.0328,0.24745686,2714.2568,38.7695,20.872982,298.75,54.42765,123.2401,18.829569,10.712539,3.3646376,51.01667,295.09537,0.57787716
24,24,2021-07-25,이호동,703780.2,74210.9,7361.8633,63982.426,61.050526,1753.7472,-1.6071209,2683.9385,44.82431,23.36134,296.70508,24.354269,105.27638,14.333082,5.8804255,3.2189126,41.854454,250.01404,0.22943868
25,25,2021-07-26,이호동,685437.94,74137.79,7649.501,61034.336,56.07719,1656.3932,-0.427306,2678.194,47.02841,10.381422,268.019,28.526781,93.66624,16.743595,14.2362995,4.9370975,33.778732,244.70334,-0.16115756
26,26,2021-07-27,이호동,592562.94,74686.07,7094.1406,63092.957,49.725513,1486.2438,-1.0913523,2788.1992,32.04521,18.33019,262.22775,22.649221,92.27634,24.468445,6.6304235,4.6575756,44.565235,244.46533,0.30760926
27,27,2021-07-28,이호동,603909.5,73671.05,7650.399,61809.34,33.19961,1425.2688,-2.2449262,2710.7563,42.713966,14.573625,261.7366,24.425785,77.35236,26.401674,6.5311723,2.7952204,48.555706,266.60034,0.2433058
28,28,2021-07-29,이호동,574370.06,71987.586,7805.296,66128.44,28.49613,1263.238,-3.5807068,2580.5137,54.325714,17.261625,268.43307,34.779884,89.07352,25.875072,9.946994,9.258665,38.16751,279.64603,-0.11904035
29,29,2021-07-30,이호동,661000.2,76970.9,6436.7896,72163.19,49.825184,1273.3615,-3.0167487,2496.81,66.6684,18.103897,322.12674,53.325718,126.14179,43.28342,13.159424,10.136419,45.09048,347.25604,0.4184562
30,30,2021-07-31,이호동,710061.06,80528.625,5246.1836,70963.82,35.78192,1491.5005,-1.8215631,2762.5525,53.152103,14.615829,268.95242,42.12172,97.37658,29.252811,12.877778,5.2758794,50.7418,271.0443,1.1398001
31,31,2021-08-01,이호동,745253.9,74504.164,7816.466,64153.863,25.508413,1257.5619,-0.7791603,2610.3044,48.92233,12.527955,271.7907,33.07441,101.190834,27.972328,6.5702143,3.5530965,37.925396,271.4605,-0.41711244
32,32,2021-08-02,이호동,662194.4,71948.6,7573.422,64732.152,16.347914,1453.7433,-0.27636647,2615.0737,54.386627,21.069328,284.443,37.501923,98.5952,33.231655,13.498661,1.4866071,33.421326,290.25415,-0.056314263
33,33,2021-08-03,이호동,625874.44,71023.71,7421.835,69233.02,28.379662,1511.6929,0.43834406,2532.435,47.134872,21.861834,312.41125,26.192684,102.96328,32.333637,13.577993,2.250638,31.290012,304.83853,0.17945802
34,34,2021-08-04,이호동,674164.2,70176.66,7478.4233,69295.16,39.19112,1356.2384,-1.6809523,2482.71,48.07491,20.476341,271.03015,32.884605,93.90626,33.747395,2.16932,1.0597043,47.044334,289.10532,-0.044387653
35,35,2021-08-05,이호동,736506.3,70930.86,7815.833,70981.12,13.954734,1269.0946,-2.3505538,2500.3533,57.166573,21.213346,263.14453,45.08198,96.24295,37.074684,11.449495,6.1086874,37.775394,302.3819,-0.052639414
36,36,2021-08-06,이호동,652263.6,74508.02,6148.282,75899.266,18.812006,1431.8954,-0.97638106,2490.12,77.104164,17.932375,341.64877,51.484726,142.88799,23.800503,15.30853,7.284622,66.333565,374.64713,-0.085372925
37,37,2021-08-07,이호동,808407.06,78639.766,5037.2197,75909.59,19.070763,1513.5378,0.029622657,2654.2427,49.278557,20.778519,261.06494,54.49283,93.069016,30.500965,16.946936,5.694275,44.988266,264.68115,0.08534588
38,38,2021-08-08,이호동,703040.06,72612.87,7481.732,67493.945,8.493746,1364.3073,-0.22018693,2558.6753,40.385056,7.470395,279.1812,37.944767,98.549644,21.912554,7.1880937,0.73062754,45.896076,236.84254,0.12647334
39,39,2021-08-09,이호동,639734.56,72094.0,7563.5483,65188.742,5.8624043,1667.4282,0.6035885,2478.5251,49.908024,16.942047,268.12503,56.87342,95.35008,25.31297,10.674026,2.3810444,22.578457,247.16345,-0.012663268
40,40,2021-08-10,이호동,609231.75,71275.984,7672.213,64611.01,19.904594,1644.6647,1.4554331,2535.7632,43.154713,16.811205,275.61795,42.01798,97.9136,22.468132,6.27224,4.156823,39.810875,277.27002,-0.21454671
41,41,2021-08-11,이호동,697041.1,73779.164,7402.461,66161.305,19.906431,1627.5066,0.9229893,2588.0818,43.910435,20.168465,290.54263,44.237133,92.7451,32.2212,6.408873,10.173724,44.712524,275.72092,-0.07016882
42,42,2021-08-12,이호동,645669.6,73449.86,7566.074,66606.24,20.427645,1622.0829,-0.4414951,2505.822,54.491135,25.842964,304.68835,52.324387,99.5149,23.163164,7.5816016,9.0786295,43.373505,301.9706,-0.15256986
